[[[0.55211294f32, 0.92269695f32, 0.9263346f32, 0.76031244f32, 4.4560432e-2f32, 0.15218955f32, 0.8324485f32, 0.4641732f32, 0.42986304f32, 0.23069465f32, 0.64630336f32, 0.39444554f32, 0.4127522f32, 0.9278825f32, 0.29872316f32, 0.8212209f32, 4.471904e-2f32, 0.87854564f32, 0.16331613f32, 0.5252652f32, 9.7780704e-2f32, 0.80848676f32, 0.22444439f32, 0.9110458f32, 0.25036442f32, 0.7006035f32, 0.53238165f32, 0.7711636f32, 0.67057896f32, 0.16556478f32, 0.6467155f32, 0.60063607f32],
[0.67366207f32, 0.42562473f32, 0.6108772f32, 0.76354957f32, 0.20600659f32, 0.6265473f32, 0.32780087f32, 0.41765875f32, 0.7150533f32, 0.5958091f32, 0.23369062f32, 1.7448008e-2f32, 0.7112886f32, 0.30348462f32, 0.97417015f32, 0.22182065f32, 0.29129493f32, 0.66680384f32, 0.31091f32, 0.75679857f32, 0.79739106f32, 6.8056345e-2f32, 0.27107793f32, 0.25981635f32, 0.113432705f32, 0.78145444f32, 0.14147985f32, 0.15202492f32, 0.79274964f32, 0.39206892f32, 2.9974699e-2f32, 0.8633628f32],
[0.8680983f32, 0.40970218f32, 0.84879994f32, 6.546843e-2f32, 0.67521834f32, 0.27102035f32, 0.29142183f32, 0.5792229f32, 0.27148616f32, 8.111602e-2f32, 0.7534447f32, 0.5977683f32, 0.74388814f32, 0.6026105f32, 0.6653745f32, 0.27078885f32, 0.6042549f32, 0.6047033f32, 0.26582807f32, 0.81130654f32, 0.8450657f32, 0.9766196f32, 0.22213471f32, 0.24172056f32, 0.4730854f32, 0.41069835f32, 0.7678219f32, 0.52259314f32, 0.22267413f32, 5.003053e-2f32, 0.5052115f32, 0.8223915f32],
[1.1454344e-2f32, 0.42423534f32, 0.22870368f32, 0.29422665f32, 0.7965314f32, 0.13922054f32, 0.98312724f32, 0.641626f32, 0.2154547f32, 4.95404e-3f32, 9.606123e-2f32, 5.604565e-3f32, 0.9635493f32, 0.6208408f32, 0.8371364f32, 0.8689735f32, 0.60599446f32, 0.4054215f32, 0.49850458f32, 0.84961045f32, 0.29922527f32, 7.700318e-2f32, 0.34601706f32, 0.72088516f32, 0.6993903f32, 0.96645665f32, 0.20428371f32, 0.21638447f32, 0.30343175f32, 0.67771816f32, 0.73432374f32, 0.23244065f32],
[0.5505829f32, 0.20355439f32, 0.3311559f32, 0.7258486f32, 0.32577705f32, 5.782354e-2f32, 0.82239854f32, 0.82737577f32, 0.98328066f32, 0.7048104f32, 0.85806316f32, 0.7772409f32, 0.37008703f32, 0.4399284f32, 0.16694319f32, 0.71821725f32, 0.44611633f32, 9.678924e-2f32, 0.20109844f32, 0.4804291f32, 0.7763781f32, 0.32182103f32, 0.2527911f32, 0.26393837f32, 0.26210755f32, 0.9461553f32, 0.34658134f32, 0.46967834f32, 0.33859468f32, 0.185426f32, 0.7832125f32, 0.5972872f32],
[0.8033999f32, 0.11989182f32, 0.16060418f32, 0.81219834f32, 0.5815445f32, 0.7709342f32, 0.7644042f32, 0.7841787f32, 0.77276075f32, 0.505456f32, 0.17132884f32, 0.44748348f32, 0.38363492f32, 0.7210576f32, 0.52790695f32, 8.9172006e-2f32, 0.5050883f32, 0.5284151f32, 0.7837025f32, 0.16035444f32, 0.5889013f32, 0.8042911f32, 0.53983617f32, 0.17463076f32, 0.3633793f32, 0.1741625f32, 0.20175588f32, 0.89015174f32, 0.8266779f32, 0.2750718f32, 0.6064106f32, 0.37382096f32],
[0.6865803f32, 0.51911503f32, 0.56111604f32, 0.80060667f32, 0.3458212f32, 0.92976034f32, 0.93526727f32, 0.336613f32, 0.23664111f32, 0.69348884f32, 0.49109876f32, 0.5935868f32, 7.539821e-2f32, 0.94170123f32, 0.9895383f32, 0.653029f32, 0.9326732f32, 0.9650542f32, 0.70777774f32, 0.7219676f32, 0.3976091f32, 0.57028794f32, 0.93240273f32, 0.315615f32, 0.10047108f32, 0.22933227f32, 0.6187391f32, 0.5959518f32, 0.90957034f32, 0.440081f32, 0.90282583f32, 0.2955342f32],
[0.23140085f32, 0.3829375f32, 0.67871f32, 0.7586924f32, 0.72774756f32, 0.4290368f32, 0.25006753f32, 0.13974756f32, 0.84819347f32, 0.13311756f32, 0.26315302f32, 0.16288435f32, 2.4503827e-2f32, 0.27398676f32, 0.8077862f32, 0.20715326f32, 0.30073738f32, 0.7951148f32, 0.6308422f32, 0.39296263f32, 0.9356293f32, 0.9353498f32, 0.5958805f32, 0.22843927f32, 0.25544983f32, 0.7880727f32, 0.7381136f32, 9.894079e-2f32, 0.5818657f32, 3.8037598e-2f32, 0.23162192f32, 0.5878359f32],
[0.79898137f32, 0.34533203f32, 0.4309876f32, 0.67658806f32, 0.35817856f32, 0.8336115f32, 0.96279746f32, 0.8448113f32, 0.27593946f32, 0.9656104f32, 0.5376663f32, 0.26778626f32, 1.1485398e-2f32, 0.9445075f32, 0.35716444f32, 0.9465078f32, 0.13366646f32, 0.54181504f32, 0.9257304f32, 0.5811564f32, 0.35155916f32, 0.62371397f32, 0.42391056f32, 0.47020006f32, 0.5829758f32, 0.49659395f32, 0.56911737f32, 0.88192654f32, 0.6088695f32, 0.6767796f32, 4.847467e-3f32, 0.48910004f32],
[0.5517272f32, 0.9305845f32, 0.36403382f32, 0.36544853f32, 0.6930667f32, 5.241692e-2f32, 0.3576153f32, 0.9222375f32, 0.8830956f32, 0.20441735f32, 0.6506585f32, 0.4804663f32, 0.9702329f32, 0.39002174f32, 0.88102263f32, 0.30341095f32, 0.30777913f32, 0.35861748f32, 0.6202684f32, 0.74533415f32, 0.89646256f32, 0.19937032f32, 0.6996789f32, 0.3003921f32, 0.5654147f32, 0.6663117f32, 0.3188184f32, 0.9297217f32, 1.1950731e-2f32, 0.25727683f32, 0.7734818f32, 0.62252545f32],
[5.2915037e-2f32, 0.8462625f32, 0.33992988f32, 0.70099866f32, 0.54877263f32, 0.33793318f32, 0.10856563f32, 3.8922846e-2f32, 0.7350358f32, 0.14363384f32, 0.5404854f32, 0.7945382f32, 0.5632683f32, 0.69974744f32, 0.13070256f32, 0.47320265f32, 0.13795692f32, 5.2393675e-3f32, 0.8127978f32, 0.24920553f32, 0.30679065f32, 0.44409066f32, 0.32913786f32, 0.13402575f32, 0.5524155f32, 0.48991263f32, 0.13273823f32, 0.162601f32, 0.7259232f32, 0.26856828f32, 0.19156742f32, 0.35190874f32],
[0.924052f32, 0.8835677f32, 0.48438293f32, 0.31361824f32, 0.40694308f32, 0.48953122f32, 0.6592516f32, 0.9775803f32, 0.5111023f32, 0.70791453f32, 0.8432052f32, 2.5359988e-3f32, 0.47288072f32, 0.8954262f32, 4.3174446e-2f32, 4.7924638e-2f32, 5.1007748e-2f32, 0.5646423f32, 0.18716896f32, 0.2641251f32, 0.52991974f32, 0.26851726f32, 0.7930936f32, 0.48633683f32, 0.4919657f32, 0.2773127f32, 1.8560886e-4f32, 0.37654495f32, 0.18915552f32, 7.885736e-2f32, 0.92302585f32, 0.82001126f32],
[0.51515675f32, 0.48645425f32, 0.66040814f32, 0.36519653f32, 0.4595241f32, 0.7332463f32, 0.8591852f32, 0.52050936f32, 0.46549344f32, 0.34457237f32, 0.23355591f32, 0.8399087f32, 0.8100545f32, 0.14150697f32, 0.75009453f32, 0.9901644f32, 0.9848894f32, 0.29685724f32, 0.11685395f32, 0.33275282f32, 0.46315324f32, 0.69603837f32, 0.79717124f32, 0.17785919f32, 2.0793676e-3f32, 0.4002223f32, 0.92655814f32, 0.55941015f32, 0.86163914f32, 0.70707697f32, 8.335948e-3f32, 0.6126074f32],
[0.9060447f32, 5.0162792e-2f32, 0.874642f32, 0.2530626f32, 0.8252078f32, 0.3747695f32, 0.90086395f32, 0.38660526f32, 0.53937626f32, 0.64191675f32, 0.47947997f32, 0.8577612f32, 0.31721127f32, 0.19896781f32, 0.66920924f32, 0.48425877f32, 0.59163547f32, 0.68449634f32, 0.7855785f32, 0.8530873f32, 2.8234124e-3f32, 0.68484426f32, 0.1505267f32, 0.60318816f32, 0.29202253f32, 0.44449723f32, 0.3723839f32, 0.4350099f32, 0.5455297f32, 0.8373558f32, 0.115927756f32, 0.12267828f32],
[0.17691433f32, 0.5809427f32, 0.12246668f32, 7.750529e-2f32, 0.65854955f32, 0.5990809f32, 0.36049992f32, 0.9772139f32, 0.9435426f32, 0.36924624f32, 0.2811098f32, 0.9898813f32, 0.4944539f32, 2.6988149e-2f32, 0.74568903f32, 2.5554359e-2f32, 0.36803293f32, 0.97002864f32, 0.94834113f32, 0.7033302f32, 0.73762894f32, 0.25365412f32, 0.9014118f32, 0.5077538f32, 0.34780842f32, 0.23263806f32, 0.8347465f32, 0.58815277f32, 0.9706069f32, 0.103078246f32, 0.94257843f32, 0.776683f32],
[0.64801264f32, 0.9110476f32, 0.58429396f32, 0.11620706f32, 0.27257788f32, 0.39863825f32, 0.8863726f32, 0.20792848f32, 0.8808579f32, 0.58956504f32, 0.8976337f32, 0.14488769f32, 0.30431926f32, 0.8002136f32, 0.44989705f32, 0.90586704f32, 0.47872674f32, 0.46905077f32, 0.8543172f32, 0.9248921f32, 0.25294948f32, 0.38183463f32, 0.9652521f32, 0.30501777f32, 0.57195514f32, 6.634778e-2f32, 0.47005725f32, 3.337568e-2f32, 0.26177925f32, 0.85897505f32, 0.9727577f32, 5.3693235e-2f32],
[0.20090902f32, 0.4410293f32, 0.9088201f32, 0.43828583f32, 0.7242582f32, 3.3498168e-2f32, 0.8622214f32, 0.20237327f32, 0.48212677f32, 0.7186185f32, 0.60151494f32, 0.3479724f32, 0.68913794f32, 0.30638027f32, 0.7052969f32, 0.89751095f32, 0.94804734f32, 0.5476121f32, 0.9733533f32, 0.4120912f32, 0.9402875f32, 0.9915725f32, 5.7947695e-2f32, 0.4233594f32, 0.9981295f32, 0.79312193f32, 3.4553766e-2f32, 0.44481182f32, 0.81936777f32, 0.27578628f32, 0.13910949f32, 0.81276506f32],
[0.16515422f32, 0.28814697f32, 0.9550186f32, 0.4125018f32, 0.14127976f32, 0.16815674f32, 0.65340006f32, 0.8564367f32, 0.40470958f32, 0.6634289f32, 4.4694304e-2f32, 0.9062166f32, 2.9034734e-2f32, 0.8810557f32, 0.5393474f32, 0.7081677f32, 0.5940182f32, 7.686734e-3f32, 0.1138283f32, 0.9018347f32, 0.12707621f32, 0.21897143f32, 0.23715258f32, 0.8773131f32, 0.2679435f32, 0.9821075f32, 0.13785464f32, 0.15237576f32, 0.5887335f32, 0.28440022f32, 0.37851757f32, 0.33178324f32],
[0.1327185f32, 0.29382455f32, 0.47325432f32, 0.6355035f32, 0.14153647f32, 0.4050436f32, 0.6547215f32, 0.30146563f32, 0.14879459f32, 0.9203579f32, 0.971993f32, 0.4013505f32, 0.59779924f32, 0.9562807f32, 0.5582594f32, 5.0379634e-2f32, 0.82887954f32, 0.40902394f32, 0.701079f32, 0.57320887f32, 8.908218e-2f32, 9.233266e-2f32, 0.6351534f32, 0.19581759f32, 0.86794597f32, 0.5509813f32, 0.5834734f32, 0.4973759f32, 0.24177313f32, 4.966384e-2f32, 0.103111506f32, 0.7729733f32]],
[[0.98960364f32, 0.412744f32, 0.4497401f32, 0.42024076f32, 0.30929232f32, 0.80548155f32, 0.95549536f32, 0.59013927f32, 0.4352883f32, 0.58410645f32, 6.4484656e-2f32, 0.35026598f32, 0.11993748f32, 0.6719558f32, 0.13845861f32, 0.1168161f32, 0.91312325f32, 0.6098425f32, 0.9760638f32, 0.22608542f32, 8.398372e-2f32, 0.87089074f32, 0.21457392f32, 8.699381e-2f32, 0.7274286f32, 0.18697232f32, 0.75614864f32, 0.8860285f32, 0.97964805f32, 0.88726866f32, 0.16436702f32, 0.9725859f32],
[0.20671171f32, 0.96403676f32, 1.2371242e-2f32, 0.21360499f32, 0.9255285f32, 7.5539947e-3f32, 0.62953234f32, 0.68169314f32, 0.5114033f32, 0.10765958f32, 0.5434171f32, 0.42326015f32, 0.6100174f32, 0.7276894f32, 0.52598774f32, 0.8752568f32, 0.5186111f32, 0.4628681f32, 0.5078552f32, 0.35973668f32, 0.25320667f32, 0.7956413f32, 0.8985638f32, 0.7094804f32, 0.40080267f32, 0.9882323f32, 0.8042431f32, 0.84684426f32, 0.30951822f32, 0.1790635f32, 0.8318319f32, 0.91316426f32],
[8.6865485e-2f32, 0.25060707f32, 9.5036745e-2f32, 0.64729166f32, 0.416826f32, 0.90310377f32, 0.6927653f32, 0.39387918f32, 0.8517751f32, 0.9128845f32, 0.1570155f32, 0.16087836f32, 0.7684525f32, 0.9441997f32, 0.17152274f32, 0.1065076f32, 0.8626971f32, 0.7708099f32, 0.91676724f32, 0.7322272f32, 0.76062465f32, 0.5455866f32, 0.19752824f32, 0.6744668f32, 0.89361733f32, 0.9851967f32, 0.6493906f32, 0.7825291f32, 0.3816859f32, 0.9960774f32, 0.91792864f32, 0.16734415f32],
[0.7013358f32, 0.6648779f32, 0.68222356f32, 5.655527e-3f32, 0.13472068f32, 0.35724682f32, 8.012241e-2f32, 0.28060442f32, 0.63782877f32, 0.7510144f32, 0.6617918f32, 0.30800825f32, 0.22867382f32, 1.1448979e-2f32, 0.7341334f32, 0.95107454f32, 0.12482989f32, 8.879191e-2f32, 0.97480804f32, 0.40911347f32, 0.9467832f32, 0.10180491f32, 0.50936687f32, 0.86754924f32, 0.70971704f32, 0.6636324f32, 0.20719779f32, 0.64425224f32, 0.64414644f32, 0.45134974f32, 0.47357237f32, 0.16669893f32],
[0.62849426f32, 0.9438777f32, 0.5393837f32, 4.275477e-2f32, 0.41100568f32, 2.5475204e-2f32, 0.1934405f32, 0.636855f32, 0.8282151f32, 0.13033354f32, 0.86954176f32, 0.55214286f32, 0.99068964f32, 0.7908139f32, 0.8504639f32, 0.14266706f32, 0.110437274f32, 0.77467215f32, 7.1831286e-2f32, 0.5575041f32, 0.39887494f32, 0.11091292f32, 5.594647e-2f32, 0.23754847f32, 0.2997355f32, 0.6396197f32, 0.35794723f32, 0.7416502f32, 0.88977957f32, 0.5714117f32, 0.51559526f32, 0.8880762f32],
[0.5068208f32, 0.97014034f32, 0.8451294f32, 0.48589003f32, 0.16359264f32, 0.6052468f32, 0.14689922f32, 0.4649468f32, 0.47340328f32, 0.29218465f32, 0.22041756f32, 0.63654995f32, 0.13765943f32, 0.28935903f32, 0.19739813f32, 0.14390284f32, 0.7003858f32, 0.99706197f32, 0.36141497f32, 0.64264464f32, 0.98033375f32, 5.0444663e-2f32, 0.9675033f32, 0.9828283f32, 0.82841355f32, 0.8022737f32, 0.25880194f32, 9.016645e-2f32, 0.62749124f32, 0.38608843f32, 7.32587e-2f32, 4.544121e-2f32],
[3.1802416e-2f32, 9.7332835e-2f32, 0.25576597f32, 0.16367984f32, 0.75638187f32, 0.5790585f32, 0.45121473f32, 0.97189754f32, 1.2744963e-2f32, 0.43278748f32, 0.52979094f32, 0.7228019f32, 0.9210917f32, 0.87696296f32, 0.22643107f32, 0.19316286f32, 0.75669795f32, 0.6012429f32, 0.5962616f32, 0.24504179f32, 0.49169362f32, 0.29312515f32, 0.14320707f32, 0.62648696f32, 0.8537629f32, 0.29365075f32, 0.821337f32, 0.53730726f32, 0.23614037f32, 0.30036724f32, 0.5420571f32, 0.87043107f32],
[0.2480653f32, 0.92916065f32, 6.781024e-2f32, 0.7272558f32, 0.4819641f32, 0.7756393f32, 0.82647264f32, 0.22221667f32, 0.8138603f32, 0.18766558f32, 0.17664355f32, 0.33364922f32, 0.51713514f32, 0.42206997f32, 0.33451277f32, 0.37447727f32, 0.7875012f32, 0.22104579f32, 0.7114773f32, 0.1581921f32, 0.71201205f32, 0.9870143f32, 0.13378441f32, 0.93945163f32, 0.97742414f32, 0.75271606f32, 0.9002292f32, 0.6347247f32, 0.20592904f32, 0.8266226f32, 0.44019157f32, 0.63230944f32],
[0.5342833f32, 5.020392e-2f32, 0.12203306f32, 0.93053955f32, 0.60193795f32, 4.9886703e-2f32, 0.35492128f32, 0.37703913f32, 0.832483f32, 0.22958654f32, 0.23651183f32, 0.8298725f32, 0.2972324f32, 2.8669357e-2f32, 0.29341692f32, 2.8922856e-2f32, 0.66263807f32, 0.9808927f32, 0.35198987f32, 0.700521f32, 0.9793741f32, 0.29449248f32, 0.97607535f32, 0.63796115f32, 6.650472e-2f32, 0.9893478f32, 0.6429495f32, 0.46628994f32, 1.0473728e-2f32, 0.3297093f32, 0.58349967f32, 0.37306482f32],
[9.326762e-2f32, 0.8553293f32, 4.8074484e-2f32, 0.66786236f32, 0.30908573f32, 0.45596462f32, 0.58665943f32, 0.45370567f32, 0.69317603f32, 8.118242e-2f32, 0.7794916f32, 0.7078725f32, 0.21314114f32, 0.9593347f32, 0.6807871f32, 0.7684222f32, 0.4742008f32, 1.8874407e-3f32, 0.46723115f32, 0.89417267f32, 0.7196904f32, 0.596233f32, 0.61811787f32, 0.36419022f32, 0.47364587f32, 0.9050936f32, 0.58515716f32, 0.20963389f32, 0.45310712f32, 0.4970144f32, 0.73107696f32, 0.13422483f32],
[0.9599349f32, 0.6409095f32, 0.94555724f32, 0.18015158f32, 0.90703106f32, 0.5766244f32, 0.4678778f32, 0.3344425f32, 0.8617737f32, 0.23973858f32, 0.9867744f32, 0.29104275f32, 0.10341954f32, 0.73329115f32, 0.43813103f32, 0.39795232f32, 0.5900959f32, 9.5736265e-2f32, 0.76654553f32, 0.40264803f32, 0.85211444f32, 0.75922775f32, 0.6685559f32, 4.420215e-2f32, 0.7639452f32, 0.6071038f32, 7.5903475e-2f32, 0.49325424f32, 0.34429455f32, 0.9419451f32, 9.4132364e-2f32, 0.32081753f32],
[0.7935268f32, 0.9580035f32, 0.384435f32, 0.47272813f32, 0.8106829f32, 0.9613289f32, 0.967734f32, 0.53551006f32, 0.5962845f32, 7.088119e-2f32, 0.15621877f32, 0.49566132f32, 0.14852512f32, 5.010903e-3f32, 0.5875815f32, 0.3243903f32, 0.51411664f32, 0.22722507f32, 0.46085125f32, 0.8071643f32, 0.29708183f32, 0.88732994f32, 0.4215982f32, 0.7897193f32, 0.39584392f32, 0.33098674f32, 0.6171987f32, 0.6171105f32, 0.6965948f32, 0.75582457f32, 0.21374601f32, 0.81660295f32],
[0.62325895f32, 6.14056e-2f32, 0.22492123f32, 9.2071295e-2f32, 8.897078e-2f32, 0.8283167f32, 0.83015895f32, 0.9782111f32, 0.35186863f32, 0.67500556f32, 0.5206721f32, 0.2004422f32, 0.2301091f32, 0.67951906f32, 0.5346893f32, 0.64697385f32, 0.3444572f32, 0.94104105f32, 0.49228513f32, 0.10054606f32, 0.4658941f32, 0.34260154f32, 0.6705188f32, 0.7555035f32, 0.5570971f32, 0.34531802f32, 0.23394614f32, 0.7469084f32, 0.59182614f32, 0.5335704f32, 0.6041986f32, 0.83008045f32],
[0.43124574f32, 0.4989848f32, 0.75866866f32, 0.62298584f32, 0.34510583f32, 0.44153363f32, 6.687689e-2f32, 0.62352055f32, 0.39453578f32, 1.9072294e-2f32, 0.93211466f32, 0.596082f32, 0.39620876f32, 0.61952084f32, 9.598106e-2f32, 0.6161717f32, 0.6301093f32, 0.9209418f32, 0.4229834f32, 0.5260645f32, 0.28426552f32, 0.28082085f32, 0.30701208f32, 0.38336593f32, 0.51077414f32, 1.545316e-2f32, 0.27655566f32, 0.5886537f32, 0.8785436f32, 0.37830478f32, 0.483513f32, 7.228029e-2f32],
[0.11041546f32, 0.939554f32, 0.40206325f32, 0.34714508f32, 0.33175254f32, 0.3719263f32, 0.7866214f32, 0.32499194f32, 0.67895997f32, 0.64134765f32, 0.5200912f32, 0.5813123f32, 0.77782714f32, 8.535689e-2f32, 0.21483326f32, 0.3879394f32, 0.4708262f32, 0.92779297f32, 0.7167797f32, 0.65180135f32, 0.20646977f32, 0.9630539f32, 0.8176373f32, 0.39576215f32, 0.7545413f32, 0.6862104f32, 0.8340713f32, 0.8962344f32, 6.1804473e-2f32, 9.816551e-2f32, 0.7673235f32, 0.6712367f32],
[0.33785206f32, 0.40790606f32, 0.8749615f32, 0.82014936f32, 0.9487049f32, 0.2644089f32, 0.90666497f32, 0.7951329f32, 0.26326734f32, 0.87834686f32, 0.16337824f32, 0.5154699f32, 0.7304422f32, 9.9574864e-2f32, 0.4888764f32, 0.44153005f32, 0.38586414f32, 0.18631393f32, 0.9363658f32, 2.852279e-2f32, 0.9475804f32, 0.7664388f32, 0.29249853f32, 0.77747244f32, 0.5306629f32, 0.50470155f32, 0.7695599f32, 0.4834385f32, 0.19375533f32, 0.4332713f32, 0.41313475f32, 0.20848739f32],
[0.82511324f32, 0.8509709f32, 4.6239555e-2f32, 0.10850614f32, 0.41090375f32, 0.90547806f32, 0.18454939f32, 0.15453142f32, 0.48374826f32, 0.12670267f32, 0.2860874f32, 0.5220548f32, 0.33456874f32, 0.12761486f32, 0.5163895f32, 0.5271177f32, 0.70114535f32, 0.54258454f32, 3.7326217e-3f32, 5.1285744e-2f32, 0.51549935f32, 0.5887377f32, 0.6600858f32, 0.7401808f32, 0.38456553f32, 0.89644176f32, 0.42446315f32, 0.9392236f32, 0.88255167f32, 0.3921138f32, 0.32071388f32, 0.25238204f32],
[0.70148396f32, 0.21073383f32, 0.9058807f32, 0.1857093f32, 0.49402648f32, 0.5493628f32, 0.5520053f32, 0.6724832f32, 0.6713596f32, 0.3470329f32, 0.21887082f32, 0.95228964f32, 1.788944e-2f32, 0.5196005f32, 0.5614437f32, 0.6253698f32, 0.78521395f32, 0.47824723f32, 0.82842535f32, 0.22501928f32, 0.41878653f32, 0.94812316f32, 0.44607002f32, 0.38928515f32, 2.312088e-2f32, 0.6405257f32, 0.25355732f32, 0.47008675f32, 0.9479414f32, 0.22156954f32, 0.5088321f32, 0.95153105f32],
[0.4432367f32, 0.82805645f32, 0.24318904f32, 0.7593402f32, 0.6198642f32, 0.91047436f32, 0.8936945f32, 0.34948087f32, 1.4328957e-2f32, 0.82935834f32, 0.8383355f32, 0.3310479f32, 0.19468719f32, 7.295251e-3f32, 0.48797572f32, 0.1440714f32, 0.6066896f32, 0.91946435f32, 0.8991576f32, 0.4057489f32, 0.77914107f32, 0.17684138f32, 0.86109775f32, 0.19900441f32, 0.37831217f32, 0.6229831f32, 8.824861e-2f32, 0.25218433f32, 0.49501997f32, 0.69349086f32, 0.52093995f32, 0.6423285f32],
[0.13202178f32, 0.3987729f32, 0.2649374f32, 0.65641034f32, 0.86188906f32, 0.6813361f32, 0.2566566f32, 0.5415683f32, 0.5193363f32, 0.5791905f32, 0.95108986f32, 0.34161836f32, 0.27084887f32, 0.20000732f32, 0.50289655f32, 0.5972948f32, 0.89591193f32, 0.7543748f32, 0.673668f32, 0.55432624f32, 2.5372088e-2f32, 0.7741297f32, 0.2572177f32, 0.87292576f32, 0.6707437f32, 0.36032158f32, 0.72094476f32, 0.8853219f32, 7.4593484e-2f32, 5.8335364e-2f32, 0.5210314f32, 0.32837605f32],
[0.7528175f32, 0.51059747f32, 2.2753716e-2f32, 0.92301995f32, 0.30172998f32, 0.6634934f32, 0.36984164f32, 0.6286737f32, 0.98332983f32, 0.25704372f32, 0.92537594f32, 0.33159018f32, 0.5448868f32, 0.21307015f32, 0.42040372f32, 9.69978e-2f32, 0.3553036f32, 0.7246041f32, 0.2555762f32, 0.33979374f32, 0.88152933f32, 0.47021413f32, 0.22004253f32, 0.46412867f32, 0.89649606f32, 0.8497133f32, 0.109641194f32, 0.29520637f32, 0.63797265f32, 0.6151665f32, 0.924761f32, 0.1623069f32],
[0.43757153f32, 0.23163044f32, 0.13533187f32, 2.9364169e-2f32, 0.50883704f32, 0.81377995f32, 0.38844204f32, 8.104682e-2f32, 0.13376063f32, 0.972869f32, 0.99061847f32, 7.008988e-2f32, 0.8116304f32, 0.83865947f32, 0.7656035f32, 0.21139646f32, 0.16696668f32, 0.29697245f32, 0.5373222f32, 0.9126768f32, 0.5360173f32, 0.22781008f32, 0.93319803f32, 0.45665938f32, 0.85108864f32, 0.24959117f32, 0.87139875f32, 0.903393f32, 0.9010546f32, 0.5897118f32, 0.17696083f32, 0.36621034f32],
[0.72952986f32, 0.96943635f32, 0.13444823f32, 0.2665947f32, 0.32290828f32, 0.4873649f32, 1.4931798e-2f32, 0.28160906f32, 9.655714e-2f32, 0.8458856f32, 0.4814427f32, 0.99559015f32, 0.8606073f32, 0.14251536f32, 0.6884405f32, 0.65727305f32, 0.21020931f32, 0.5733123f32, 0.47068512f32, 0.6046742f32, 0.75141376f32, 0.8243647f32, 0.48226273f32, 0.12331456f32, 9.9535525e-2f32, 0.5735141f32, 0.85780126f32, 0.78415525f32, 0.719574f32, 0.22550142f32, 0.98988473f32, 0.2870221f32],
[0.49156517f32, 0.76913035f32, 0.91560954f32, 0.6770654f32, 0.37384093f32, 0.45484275f32, 0.3593048f32, 0.4422329f32, 0.22678125f32, 0.8691968f32, 0.6126076f32, 0.9291747f32, 0.51171917f32, 0.4570979f32, 0.4808635f32, 0.8664912f32, 8.140659e-2f32, 0.19316673f32, 0.16298765f32, 0.3251307f32, 0.22023106f32, 0.8824637f32, 0.32562536f32, 0.15999717f32, 0.51320666f32, 0.11901349f32, 0.6532711f32, 0.33651584f32, 0.773569f32, 0.83730584f32, 0.3336966f32, 3.355354e-2f32],
[0.27657104f32, 0.82663214f32, 0.5023507f32, 0.61649084f32, 0.54440993f32, 0.12854809f32, 0.14587277f32, 0.37761652f32, 0.3710726f32, 0.22480112f32, 5.4043233e-2f32, 0.7837233f32, 0.30318058f32, 0.29809153f32, 0.8917136f32, 0.14898002f32, 0.7599365f32, 0.38703996f32, 0.5624622f32, 0.840993f32, 0.9559771f32, 0.3845135f32, 0.5529514f32, 0.5884647f32, 0.3745675f32, 0.33025855f32, 0.2496571f32, 0.6218489f32, 0.99353445f32, 0.64085543f32, 0.9936635f32, 0.26733518f32],
[0.5955003f32, 0.6591629f32, 0.35967797f32, 0.509894f32, 0.58431697f32, 0.5363047f32, 0.1726067f32, 0.2806933f32, 0.219122f32, 0.47914797f32, 0.5504607f32, 0.7200216f32, 0.94120973f32, 0.70670295f32, 0.7896719f32, 0.86192393f32, 0.15014917f32, 0.73714715f32, 0.83649164f32, 0.31268185f32, 0.17964172f32, 0.44624138f32, 0.5476638f32, 0.6194048f32, 9.704363e-2f32, 0.9235022f32, 5.1271856e-2f32, 0.40893382f32, 0.6156014f32, 0.5945498f32, 0.56988096f32, 0.2796467f32],
[0.9649104f32, 0.32212013f32, 0.976122f32, 0.31995535f32, 0.9213622f32, 0.9816039f32, 0.75133383f32, 0.87475586f32, 0.1934256f32, 2.9766798e-2f32, 0.5281465f32, 0.90615684f32, 0.6720472f32, 0.32894933f32, 0.41483903f32, 0.22842622f32, 2.5385618e-3f32, 0.3177449f32, 0.6755538f32, 0.54489195f32, 0.79210305f32, 0.8433182f32, 0.9504272f32, 0.13680822f32, 0.8472383f32, 0.48697f32, 0.10047138f32, 0.305416f32, 0.4717394f32, 0.38278222f32, 0.5200047f32, 0.2501436f32],
[0.6012794f32, 0.17477065f32, 4.7415793e-2f32, 0.7106193f32, 0.75992596f32, 4.598707e-2f32, 0.46722507f32, 0.8279798f32, 0.32727903f32, 0.826142f32, 6.525785e-2f32, 0.69626987f32, 0.8935531f32, 0.2648468f32, 0.8593912f32, 0.94831f32, 0.21199661f32, 0.51543224f32, 0.79791343f32, 0.3230781f32, 0.9888196f32, 0.24599308f32, 0.4191001f32, 0.27528048f32, 0.8637423f32, 0.85440916f32, 0.28983462f32, 0.37738085f32, 0.36995322f32, 0.8498788f32, 0.8601055f32, 0.90878475f32],
